,FID,BIORE_102,BIORE_103,BIORE_114,BIORE_116,BIORE_117,BIORE_118,BIORE_119,BIORE_121,BIORE_13,BIORE_132,BIORE_142,BIORE_147,BIORE_15,BIORE_16,BIORE_23,BIORE_26,BIORE_27,BIORE_29,BIORE_3,BIORE_4,geometry,best_solution,select_freq,status
332,332,,,108967674.6,,78103590.87,,,,,,,,,,,,,,,,"POLYGON ((145.6922832902492 -16.52422558754896, 145.7621769144147 -16.48760072965716, 145.830113131502 -16.5274900707842, 145.8281881250033 -16.60403416123649, 145.7582560554281 -16.64068726995737, 145.6902874408703 -16.60076802303604, 145.6922832902492 -16.52422558754896))",0,15,0
333,333,,,,,184507643.3,,,,,,,,,,,,2564556.423,,,,"POLYGON ((145.830113131502 -16.5274900707842, 145.8999743535631 -16.49080538029045, 145.9679489069607 -16.53063651083404, 145.9660947525011 -16.60718219647353, 145.8961951896078 -16.64389517074639, 145.8281881250033 -16.60403416123649, 145.830113131502 -16.5274900707842))",0,17,0
334,334,,,,,119760894.4,,,,,,24537789.39,,,,,,42774415.35,,,,"POLYGON ((145.9679489069607 -16.53063651083404, 146.0377776133489 -16.49389201388555, 146.1057903984516 -16.53366490032179, 146.1040071048539 -16.61021212135948, 146.0341401624068 -16.64698493493027, 145.9660947525011 -16.60718219647353, 145.9679489069607 -16.53063651083404))",0,18,0
335,335,,,,,,,,,,,148113090.4,,,,,,,,,530700.431,"POLYGON ((146.1057903984516 -16.53366490032179, 146.175586475739 -16.49686062320916, 146.2436373877466 -16.53657523214687, 146.2419249634972 -16.61312392878333, 146.1720907551192 -16.64995655525403, 146.1040071048539 -16.61021212135948, 146.1057903984516 -16.53366490032179))",0,17,0
336,336,,,,,,,,,,,429473.1792,,,,,,,,,,"POLYGON ((146.2436373877466 -16.53657523214687, 146.3134007226466 -16.49971120130408, 146.3814896565654 -16.53936749948501, 146.3798481098141 -16.61591761191058, 146.3100467489855 -16.65281002473987, 146.2419249634972 -16.61312392878333, 146.2436373877466 -16.53657523214687))",0,0,0
337,337,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.3814896565654 -16.53936749948501, 146.4512201359344 -16.50244374148911, 146.5193469865773 -16.54204169578832, 146.5177763251376 -16.61859316418369, 146.4480079251951 -16.65554533668678, 146.3798481098141 -16.61591761191058, 146.3814896565654 -16.53936749948501))",0,0,0
338,338,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.5193469865773 -16.54204169578832, 146.5890444974154 -16.50505823735938, 146.6572091594039 -16.5445978147854, 146.655709390752 -16.62115057932193, 146.5859740648876 -16.65816248467075, 146.5177763251376 -16.61859316418369, 146.5193469865773 -16.54204169578832))",0,0,0
339,339,,,40766289.32,,,,,,,,,32574647.67,13592183.68,,,,,,,,"POLYGON ((145.3509912671962 -16.40073983238041, 145.4209107104028 -16.36426286710115, 145.4886992272253 -16.40429668622836, 145.4866003698847 -16.48083740758896, 145.4166422827721 -16.51734252240977, 145.3488217002848 -16.47727875200007, 145.3509912671962 -16.40073983238041))",1,31,0
340,340,,,184155977.6,,,,,,,,,,,,2879977.863,,,,,,"POLYGON ((145.4886992272254 -16.40429668622836, 145.5585865997291 -16.36775986964916, 145.6264136516835 -16.40773560605576, 145.6243855138817 -16.48427806949496, 145.5544596013197 -16.5208430687812, 145.4866003698847 -16.48083740758896, 145.4886992272254 -16.40429668622836))",0,15,0
341,341,,,116817506.7,,37476328.82,,,,,,,,,,,32743126.37,,,,,"POLYGON ((145.6264136516835 -16.40773560605576, 145.6962688398358 -16.37113896393029, 145.7641343230443 -16.41105658381354, 145.7621769144147 -16.48760072965716, 145.6922832902492 -16.52422558754896, 145.6243855138817 -16.48427806949496, 145.6264136516835 -16.40773560605576))",0,19,0
342,342,,,,,121536700.1,,,,,,,,,,,65501232.6,,,,,"POLYGON ((145.7641343230443 -16.41105658381354, 145.833957213334 -16.37440014203909, 145.901861023722 -16.41425961172825, 145.8999743535631 -16.49080538029045, 145.830113131502 -16.5274900707842, 145.7621769144147 -16.48760072965716, 145.7641343230443 -16.41105658381354))",0,22,0
343,343,,,,,166072153.8,,,,,,13858478.09,,,,,,2489681.097,,,4618554.794,"POLYGON ((145.901861023722 -16.41425961172825, 145.9716515027766 -16.37754339634532, 146.0395935360741 -16.41734468230166, 146.0377776133489 -16.49389201388555, 145.9679489069607 -16.53063651083404, 145.8999743535631 -16.49080538029045, 145.901861023722 -16.41425961172825))",0,23,0
344,344,,,,,1911076.364,,,,,,117604633.5,,,,,,,,,814548.0017,"POLYGON ((146.0395935360741 -16.41734468230166, 146.10935149066 -16.38056871949411, 146.1773316424022 -16.42031178831119, 146.175586475739 -16.49686062320916, 146.1057903984516 -16.53366490032179, 146.0377776133489 -16.49389201388555, 146.0395935360741 -16.41734468230166))",0,8,0
345,345,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.1773316424022 -16.42031178831119, 146.2470569594271 -16.38347610440579, 146.3150751249556 -16.42316092280998, 146.3134007226466 -16.49971120130408, 146.2436373877466 -16.53657523214687, 146.175586475739 -16.49686062320916, 146.1773316424022 -16.42031178831119))",0,0,0
346,346,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.3150751249556 -16.42316092280998, 146.3847676914683 -16.38626554427649, 146.452823765932 -16.42589207912665, 146.4512201359344 -16.50244374148911, 146.3814896565654 -16.53936749948501, 146.3134007226466 -16.49971120130408, 146.3150751249556 -16.42316092280998))",0,0,0
347,347,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.452823765932 -16.42589207912665, 146.5224834691244 -16.38893703257757, 146.5905773474802 -16.4285052508659, 146.5890444974154 -16.50505823735938, 146.5193469865773 -16.54204169578832, 146.4512201359344 -16.50244374148911, 146.452823765932 -16.42589207912665))",0,0,0
348,348,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.5905773474802 -16.4285052508659, 146.6602040746881 -16.39149056305618, 146.7283356517023 -16.43100043190802, 146.7268735888557 -16.5075546827862, 146.6572091594039 -16.5445978147854, 146.5890444974154 -16.50505823735938, 146.5905773474802 -16.4285052508659))",0,0,0
349,349,,,,,,,,,,,,82.24962242,1874055.309,,,,,,,,"POLYGON ((145.2854429130413 -16.284109089024, 145.3553237225453 -16.24766023827911, 145.4230416384724 -16.28772216274611, 145.4209107104028 -16.36426286710115, 145.3509912671962 -16.40073983238041, 145.2832413891856 -16.36064796446679, 145.2854429130413 -16.284109089024))",0,0,0
350,350,,,121229021.6,,,,,,,,,42805121.07,3496094.788,,2063052.631,,,,,,"POLYGON ((145.4230416384724 -16.28772216274611, 145.4928904807869 -16.25121349386877, 145.5606469219084 -16.29121739595182, 145.5585865997291 -16.36775986964916, 145.4886992272253 -16.40429668622836, 145.4209107104028 -16.36426286710115, 145.4230416384724 -16.28772216274611))",0,36,0
351,351,,,149161886.4,,25892047.86,,,,,,,,,,,11948002,,,,,"POLYGON ((145.5606469219084 -16.29121739595182, 145.6304636835824 -16.25464893458988, 145.6982585463542 -16.29459478047265, 145.6962688398358 -16.37113896393029, 145.6264136516835 -16.40773560605576, 145.5585865997291 -16.36775986964916, 145.5606469219084 -16.29121739595182))",1,24,0
352,352,,,,,49304692.9,,,,,,,,,,,137698251.3,,,,,"POLYGON ((145.6982585463542 -16.29459478047265, 145.768043114073 -16.25796655241733, 145.8358762947546 -16.29785430841493, 145.833957213334 -16.37440014203908, 145.7641343230443 -16.41105658381354, 145.6962688398358 -16.37113896393029, 145.6982585463542 -16.29459478047265))",0,21,0
353,353,,,,,61497674.07,,,,,,53330082.05,,,,,62696635.62,,,,9479524.01,"POLYGON ((145.8358762947546 -16.29785430841493, 145.9056285553411 -16.26116633960055, 145.9734999499966 -16.30099597215963, 145.9716515027766 -16.37754339634532, 145.901861023722 -16.41425961172825, 145.833957213334 -16.37440014203908, 145.8358762947546 -16.29785430841493))",0,42,0
354,354,,,,,315347.6108,,,,,,88231255.88,,,,,,,,,4416078.781,"POLYGON ((145.9734999499966 -16.30099597215963, 146.0432197904121 -16.2642482886635, 146.1111292949109 -16.30401976436277, 146.10935149066 -16.3805687194941, 146.0395935360741 -16.41734468230166, 145.9716515027766 -16.37754339634532, 145.9734999499966 -16.30099597215963))",0,8,0
355,355,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.1111292949109 -16.30401976436277, 146.1808166022565 -16.26721239240499, 146.2487641122747 -16.30692567795523, 146.2470569594271 -16.38347610440578, 146.1773316424022 -16.42031178831119, 146.10935149066 -16.3805687194941, 146.1111292949109 -16.30401976436277))",0,0,0
356,356,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.2487641122747 -16.30692567795523, 146.3184187737919 -16.2700586438986, 146.3864041848128 -16.30971370614302, 146.3847676914683 -16.38626554427644, 146.3150751249556 -16.42316092280998, 146.2470569594271 -16.38347610440578, 146.2487641122747 -16.30692567795523))",0,0,0
357,357,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.3864041848128 -16.30971370614302, 146.4560260878853 -16.27278703649271, 146.5240492952006 -16.31238384240736, 146.5224834691244 -16.38893703257757, 146.452823765932 -16.42589207912665, 146.3847676914683 -16.38626554427644, 146.3864041848128 -16.30971370614302))",0,0,0
358,358,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.5240492952006 -16.31238384240736, 146.5936383273548 -16.27539756381095, 146.6616992260654 -16.31493608050452, 146.6602040746881 -16.39149056305616, 146.5905773474802 -16.4285052508659, 146.5224834691244 -16.38893703257757, 146.5240492952006 -16.31238384240736))",0,0,0
359,359,,,7468950.952,,,,,,,,,32533020.17,123029.4482,,,,,,,,"POLYGON ((145.3574866178305 -16.17111956849724, 145.4272969399613 -16.13463901237693, 145.4949828836328 -16.17467102756379, 145.4928904807869 -16.25121349386877, 145.4230416384724 -16.28772216274611, 145.3553237225453 -16.24766023827911, 145.3574866178305 -16.17111956849724))",0,0,0
360,360,,,181112930.3,,5853259.089,,,,,,,,,,,,,,,,"POLYGON ((145.4949828836328 -16.17467102756379, 145.5647612285008 -16.13813071202274, 145.632485584082 -16.17810473125186, 145.6304636835824 -16.25464893458988, 145.5606469219084 -16.29121739595182, 145.4928904807869 -16.25121349386877, 145.4949828836328 -16.17467102756379))",0,24,0
361,361,,,1347111.379,,136408933.7,,,,,,,,,,,49211189.93,,,,,"POLYGON ((145.632485584082 -16.17810473125186, 145.7022318385688 -16.1415046819755, 145.7699945026521 -16.18142067154799, 145.768043114073 -16.25796655241733, 145.6982585463542 -16.29459478047265, 145.6304636835824 -16.25464893458988, 145.632485584082 -16.17810473125186))",1,17,0
362,362,,,,,78773768.76,,,,,,64537030.94,,,,,19809775.82,,,23847668.13,,"POLYGON ((145.7699945026521 -16.18142067154799, 145.8397085537759 -16.14476091436496, 145.9075094227584 -16.18461884071313, 145.9056285553411 -16.26116633960055, 145.8358762947546 -16.29785430841493, 145.768043114073 -16.25796655241733, 145.7699945026521 -16.18142067154799))",0,23,0
363,363,,,,,,,,,,,109757093.4,,,,,,,,1495273.465,,"POLYGON ((145.9075094227584 -16.18461884071313, 145.977191157675 -16.14789940159449, 146.0450301277594 -16.18769923128232, 146.0432197904121 -16.2642482886635, 145.9734999499966 -16.30099597215963, 145.9056285553411 -16.26116633960055, 145.9075094227584 -16.18461884071313))",0,1,0
364,364,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.0450301277594 -16.18769923128232, 146.1146794337634 -16.15092013634185, 146.1825564009588 -16.19066183606501, 146.1808166022565 -16.26721239240499, 146.1111292949109 -16.30401976436277, 146.0432197904121 -16.2642482886635, 146.0450301277594 -16.18769923128232))",0,0,0
365,365,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.1825564009588 -16.19066183606501, 146.2521731654844 -16.15382311155883, 146.3200880256077 -16.19350664814498, 146.3184187737919 -16.2700586438986, 146.2487641122747 -16.30692567795523, 146.1808166022565 -16.26721239240499, 146.1825564009588 -16.19066183606501))",0,0,0
366,366,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.3200880256077 -16.19350664814498, 146.38967213623 -16.15660832047144, 146.4576247849063 -16.19623366088057, 146.4560260878853 -16.27278703649271, 146.3864041848128 -16.30971370614302, 146.3184187737919 -16.2700586438986, 146.3200880256077 -16.19350664814498))",0,0,0
367,367,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.4576247849063 -16.19623366088057, 146.5271761293425 -16.15927575658012, 146.5951664620065 -16.19884286790459, 146.5936383273548 -16.27539756381095, 146.5240492952006 -16.31238384240736, 146.4560260878853 -16.27278703649271, 146.4576247849063 -16.19623366088057))",0,0,0
368,368,,,110852648.1,,,,,,,,,36345530.78,1685095.552,,,,,,,,"POLYGON ((145.4294213200961 -16.05809657107153, 145.4991612579666 -16.0215843664685, 145.5668152194076 -16.06158650649405, 145.5647612285008 -16.13813071202274, 145.4949828836328 -16.17467102756379, 145.4272969399613 -16.13463901237693, 145.4294213200961 -16.05809657107153))",0,18,0
369,369,,,34295536.28,,130909744.9,,,,,,,,,,,21725524.81,,,,,"POLYGON ((145.5668152194076 -16.06158650649405, 145.6365231701386 -16.02501460111645, 145.7042154305369 -16.0649587716337, 145.7022318385688 -16.1415046819755, 145.632485584082 -16.17810473125186, 145.5647612285008 -16.13813071202274, 145.5668152194076 -16.06158650649405))",0,16,0
370,370,,,,,118037843.7,,,,,,22175131.78,,,,,32341742.95,,,14377133.86,,"POLYGON ((145.7042154305369 -16.0649587716337, 145.7738912813419 -16.02832719120435, 145.8416217374266 -16.06821335863161, 145.8397085537759 -16.14476091436496, 145.7699945026521 -16.18142067154799, 145.7022318385688 -16.1415046819755, 145.7042154305369 -16.0649587716337))",0,28,0
371,371,,,,,,,,,,,138360070.3,,,,,,,,13781828.94,,"POLYGON ((145.8416217374266 -16.06821335863161, 145.9112653756556 -16.03152212901587, 145.9790339239613 -16.07135025990249, 145.977191157675 -16.14789940159449, 145.9075094227584 -16.18461884071313, 145.8397085537759 -16.14476091436496, 145.8416217374266 -16.06821335863161))",0,26,0
372,372,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.9790339239613 -16.07135025990249, 146.0486452371022 -16.03459940710816, 146.1164517739704 -16.07436946813483, 146.1146794337634 -16.15092013634185, 146.0450301277594 -16.18769923128232, 145.977191157675 -16.14789940159449, 145.9790339239613 -16.07135025990249))",0,0,0
373,373,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.1164517739704 -16.07436946813483, 146.18603064965 -16.03755901831178, 146.2538750712298 -16.0772709762909, 146.2521731654844 -16.15382311155883, 146.1825564009588 -16.19066183606501, 146.1146794337634 -16.15092013634185, 146.1164517739704 -16.07436946813483))",0,0,0
374,374,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.2538750712298 -16.0772709762909, 146.3234213972146 -16.04040095573106, 146.3913035994636 -16.08005477760666, 146.38967213623 -16.15660832047144, 146.3200880256077 -16.19350664814498, 146.2521731654844 -16.15382311155883, 146.2538750712298 -16.0772709762909))",0,0,0
375,375,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.3913035994636 -16.08005477760666, 146.4608172636613 -16.04312521274371, 146.5287371423468 -16.08272086559223, 146.5271761293425 -16.15927575658012, 146.4576247849063 -16.19623366088057, 146.38967213623 -16.15660832047144, 146.3913035994636 -16.08005477760666))",0,0,0
376,376,,,41657588.49,,,,,,,,,53701296.15,3319008.59,,,,,,,,"POLYGON ((145.3639620150664 -15.94149409650847, 145.4336635558836 -15.90500996802054, 145.5012472360389 -15.94504017639583, 145.4991612579666 -16.0215843664685, 145.4294213200961 -16.05809657107153, 145.3618057606883 -16.01803649525024, 145.3639620150664 -15.94149409650847))",0,13,0
377,377,,,84501246.89,,100910899,,,,,,,,,,,1481511.782,,,,,"POLYGON ((145.5012472360389 -15.94504017639583, 145.5709168926271 -15.90849638009609, 145.6385388620589 -15.94846867903135, 145.6365231701386 -16.02501460111645, 145.5668152194076 -16.06158650649405, 145.4991612579666 -16.0215843664685, 145.5012472360389 -15.94504017639583))",0,25,0
378,378,,,,,171394106.2,,,,,,,,,,,15500636.07,,,,,"POLYGON ((145.6385388620589 -15.94846867903135, 145.7081765218265 -15.91186524053744, 145.7758366775946 -15.951779596437, 145.7738912813419 -16.02832719120435, 145.7042154305369 -16.0649587716337, 145.6365231701386 -16.02501460111645, 145.6385388620589 -15.94846867903135))",0,18,0
379,379,,,,,35159290.65,,,,,,113460597.5,,,,,,,,33466285.76,,"POLYGON ((145.7758366775946 -15.951779596437, 145.845442228086 -15.91511654150893, 145.913140467056 -15.95497292090781, 145.9112653756556 -16.03152212901587, 145.8416217374266 -16.06821335863161, 145.7738912813419 -16.02832719120435, 145.7758366775946 -15.951779596437))",0,42,0
380,380,,,,,,,,,,,3034195.782,,,,,,,,,,"POLYGON ((145.9131404670561 -15.95497292090781, 145.9827137959523 -15.91825027544775, 146.0504500147969 -15.95804864501199, 146.0486452371022 -16.03459940710816, 145.9790339239613 -16.07135025990249, 145.9112653756556 -16.03152212901587, 145.9131404670561 -15.95497292090781))",0,0,0
381,381,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.0504500147969 -15.95804864501199, 146.1199910099171 -15.92126643506378, 146.1877651051164 -15.96100676159066, 146.18603064965 -16.03755901831178, 146.1164517739704 -16.07436946813483, 146.0486452371022 -16.03459940710816, 146.0504500147969 -15.95804864501199))",0,0,0
382,382,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.1877651051164 -15.96100676159066, 146.2572736544185 -15.92416501334009, 146.3250855222617 -15.96384726375817, 146.3234213972146 -16.04040095573106, 146.2538750712298 -16.0772709762909, 146.18603064965 -16.03755901831178, 146.1877651051164 -15.96100676159066))",0,0,0
383,383,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.3250855222617 -15.96384726375817, 146.3945615138435 -15.92694600353262, 146.4624110504294 -15.96657014490228, 146.4608172636613 -16.04312521274371, 146.3913035994636 -16.08005477760666, 146.3234213972146 -16.04040095573106, 146.3250855222617 -15.96384726375817))",0,0,0
384,384,,,58382410.13,,,,,,,,,38639309.64,1122648.763,,,,,,,,"POLYGON ((145.2986047528396 -15.82486367376202, 145.3682679066823 -15.78840758662604, 145.4357814182109 -15.82846581100712, 145.4336635558836 -15.90500996802054, 145.3639620150664 -15.94149409650847, 145.2964167269328 -15.90140601241912, 145.2986047528396 -15.82486367376202))",0,10,0
385,385,,,134439459.4,,44811938.46,,,,,,,,,,,7604393.126,,,,,"POLYGON ((145.4357814182109 -15.82846581100712, 145.5054127904048 -15.79195008902404, 145.5729645813937 -15.83195046395331, 145.5709168926271 -15.90849638009609, 145.5012472360389 -15.94504017639583, 145.4336635558836 -15.90500996802054, 145.4357814182109 -15.82846581100712))",0,24,0
386,386,,,,,169396870.3,,,,,,,,,,,17460044.16,,,,,"POLYGON ((145.5729645813937 -15.83195046395331, 145.6425640595424 -15.79537513263611, 145.7101540273813 -15.83531762450426, 145.7081765218265 -15.91186524053744, 145.6385388620589 -15.94846867903135, 145.5709168926271 -15.90849638009609, 145.5729645813937 -15.83195046395331))",1,18,0
387,387,,,,,95247829.03,,,,,,63314496.91,,,,,,,,28295672.91,,"POLYGON ((145.7101540273813 -15.83531762450426, 145.7797214992231 -15.79868270950779, 145.8473495411076 -15.83856728483566, 145.845442228086 -15.91511654150893, 145.7758366775946 -15.951779596437, 145.7081765218265 -15.91186524053744, 145.7101540273813 -15.83531762450426))",0,27,0
388,388,,,,,,,,,,,30597341.19,,,,,,,,,,"POLYGON ((145.8473495411076 -15.83856728483566, 145.9168848945166 -15.80187281195681, 145.9845509074492 -15.84169943739598, 145.9827137959523 -15.91825027544775, 145.9131404670561 -15.95497292090781, 145.845442228086 -15.91511654150893, 145.8473495411076 -15.83856728483566))",0,0,0
389,389,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.9845509074492 -15.84169943739598, 146.0540540304366 -15.80494543257309, 146.1217579112278 -15.84471407490595, 146.1199910099171 -15.92126643506378, 146.0504500147969 -15.95804864501199, 145.9827137959523 -15.91825027544775, 145.9845509074492 -15.84169943739598))",0,0,0
390,390,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.1217579112278 -15.84471407490595, 146.1912286919428 -15.80790056421898, 146.258970337212 -15.8476111903587, 146.2572736544185 -15.92416501334009, 146.1877651051164 -15.96100676159066, 146.1199910099171 -15.92126643506378, 146.1217579112278 -15.84471407490595))",0,0,0
391,391,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.258970337212 -15.8476111903587, 146.3284086639426 -15.81073820002913, 146.396187970119 -15.85039077702039, 146.3945615138435 -15.92694600353262, 146.3250855222617 -15.96384726375817, 146.2572736544185 -15.92416501334009, 146.258970337212 -15.8476111903587))",0,0,0
392,392,,,,,,,,,,,,2341410.686,3732835.057,,,,,,,,"POLYGON ((145.2333493182383 -15.70820537257432, 145.3029740953187 -15.67177729208667, 145.370417550684 -15.71186348023208, 145.3682679066823 -15.78840758662604, 145.2986047528396 -15.82486367376202, 145.2311296231871 -15.7847476336685, 145.2333493182383 -15.70820537257432))",0,1,0
393,393,,,127453380.2,,34765951.97,,,,,,,16135518.44,264918.3191,,8197437.536,,,,,,"POLYGON ((145.370417550684 -15.71186348023208, 145.440010648367 -15.675375797864, 145.5074923732424 -15.71540419646594, 145.5054127904048 -15.79195008902404, 145.4357814182109 -15.82846581100712, 145.3682679066823 -15.78840758662604, 145.370417550684 -15.71186348023208))",0,30,0
394,394,,,,,158742663.2,,,,,,,,,,,28075706.38,,,,,"POLYGON ((145.5074923732424 -15.71540419646594, 145.5770536793262 -15.67885693762603, 145.64457357143 -15.71882751306162, 145.6425640595424 -15.79537513263611, 145.5729645813937 -15.83195046395331, 145.5054127904048 -15.79195008902404, 145.5074923732424 -15.71540419646594))",0,22,0
395,395,,,,,171922071.2,,,,,,6127227.596,,,,,,,,8770194.025,,"POLYGON ((145.64457357143 -15.71882751306162, 145.7141029738468 -15.68222070329994, 145.7816609307033 -15.72213342207628, 145.7797214992231 -15.79868270950779, 145.7101540273813 -15.83531762450426, 145.6425640595424 -15.79537513263611, 145.64457357143 -15.71882751306162))",0,24,0
396,396,,,,,726831.6624,,,,,,55933051.71,,,,,,,,14117193.1,,"POLYGON ((145.7816609307034 -15.72213342207628, 145.8511583175203 -15.68546708708469, 145.9187542364611 -15.72532191583897, 145.9168848945166 -15.80187281195681, 145.8473495411076 -15.83856728483566, 145.7797214992231 -15.79868270950779, 145.7816609307034 -15.72213342207628))",0,2,0
397,397,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.9187542364611 -15.72532191583897, 145.9882194958813 -15.68859608145077, 146.0558532740459 -15.72839298695063, 146.0540540304366 -15.80494543257309, 145.9845509074492 -15.84169943739598, 145.9168848945166 -15.80187281195681, 145.9187542364611 -15.72532191583897))",0,0,0
398,398,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.0558532740459 -15.72839298695063, 146.1252862944096 -15.69160767914038, 146.1929578287466 -15.73134662828405, 146.1912286919428 -15.80790056421898, 146.1217579112278 -15.84471407490595, 146.0540540304366 -15.80494543257309, 146.0558532740459 -15.72839298695063))",0,0,0
399,399,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.1929578287466 -15.73134662828405, 146.2623584985322 -15.69450187316745, 146.3300676858002 -15.73418283298397, 146.3284086639426 -15.81073820002913, 146.258970337212 -15.8476111903587, 146.1912286919428 -15.80790056421898, 146.1929578287466 -15.73134662828405))",0,0,0
400,400,,,122248653.6,,10310510.25,,,,,,,25737444.15,6928595.308,,,942692.2242,,,,,"POLYGON ((145.3051554187435 -15.59523325382953, 145.3747102519325 -15.55877357643422, 145.4421220228294 -15.59882994648981, 145.440010648367 -15.675375797864, 145.370417550684 -15.71186348023208, 145.3029740953187 -15.67177729208667, 145.3051554187435 -15.59523325382953))",0,36,0
401,401,,,,,136592834.4,,,,,,,,,,,50186273.82,,,,,"POLYGON ((145.4421220228294 -15.59882994648981, 145.5116451665372 -15.56231072548677, 145.5790950949065 -15.60230933219127, 145.5770536793262 -15.67885693762603, 145.5074923732424 -15.71540419646594, 145.440010648367 -15.675375797864, 145.4421220228294 -15.59882994648981))",0,27,0
402,402,,,,,154052597,,,,,,,,,,,32727673.94,,,,,"POLYGON ((145.5790950949065 -15.60230933219127, 145.648586437259 -15.56573059302643, 145.7160744209527 -15.6056714028733, 145.7141029738468 -15.68222070329994, 145.64457357143 -15.71882751306162, 145.5770536793262 -15.67885693762603, 145.5790950949065 -15.60230933219127))",0,17,0
403,403,,,,,84950443.48,,,,,,40090858.71,,,,,8064912.812,,,12913425.04,,"POLYGON ((145.7160744209527 -15.6056714028733, 145.7855338502098 -15.56903317113393, 145.8530597868874 -15.60891615074622, 145.8511583175203 -15.68546708708469, 145.7816609307033 -15.72213342207628, 145.7141029738468 -15.68222070329994, 145.7160744209527 -15.6056714028733))",0,12,0
404,404,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.8530597868874 -15.60891615074622, 145.9224871914441 -15.57221845216074, 145.9900509785731 -15.61204356829158, 145.9882194958813 -15.68859608145077, 145.9187542364611 -15.72532191583897, 145.8511583175203 -15.68546708708469, 145.8530597868874 -15.60891615074622))",0,0,0
405,405,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.9900509785731 -15.61204356829158, 146.0594462469605 -15.57528642872949, 146.1270477818177 -15.61505364826224, 146.1252862944096 -15.69160767914038, 146.0558532740459 -15.72839298695063, 145.9882194958813 -15.68859608145077, 145.9900509785731 -15.61204356829158))",0,0,0
406,406,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.1270477818177 -15.61505364826224, 146.1964108027042 -15.57823709373394, 146.2640499823763 -15.61794638368246, 146.2623584985322 -15.69450187316745, 146.1929578287466 -15.73134662828405, 146.1252862944096 -15.69160767914038, 146.1270477818177 -15.61505364826224))",0,0,0
407,407,,,,,,,,,,,,,,,,,,,,,"POLYGON ((146.2640499823763 -15.61794638368246, 146.3333806445686 -15.58107044033904, 146.4010573659535 -15.62072176784771, 146.3994358936251 -15.69727865681766, 146.3300676858002 -15.73418283298397, 146.2623584985322 -15.69450187316745, 146.2640499823763 -15.61794638368246))",0,0,0
408,408,24937971.75,,98287887.32,,,,,,,,,5190905.001,2265194.093,,,,,,,,"POLYGON ((145.2399948081975 -15.47857520141338, 145.3095113870425 -15.44214349440771, 145.3768533159017 -15.48222778379996, 145.3747102519325 -15.55877357643422, 145.3051554187435 -15.59523325382953, 145.2377819072731 -15.55511915405908, 145.2399948081975 -15.47857520141338))",0,18,0
409,409,,,86637525.41,,67721283.46,,,,,,,,,,8466220.328,23914102.1,,,,,"POLYGON ((145.3768533159017 -15.48222778379996, 145.4463383070564 -15.44573656605277, 145.5137183834985 -15.48576315182971, 145.5116451665372 -15.56231072548677, 145.4421220228294 -15.59882994648981, 145.3747102519325 -15.55877357643422, 145.3768533159017 -15.48222778379996))",1,26,0
410,410,,,,,128259882.8,,,,,,,,,,,58480451.29,,,,,"POLYGON ((145.5137183834985 -15.48576315182971, 145.5831716752824 -15.44921244868292, 145.650589797486 -15.4891812973245, 145.648586437259 -15.56573059302643, 145.5790950949065 -15.60230933219127, 145.5116451665372 -15.56231072548677, 145.5137183834985 -15.48576315182971))",1,24,0
411,411,,,,,163181928.1,,,,,,17310737.35,,,,,4514689.021,,,1734141.259,,"POLYGON ((145.650589797486 -15.4891812973245, 145.7200112783516 -15.45257113426107, 145.7874673443031 -15.49248221237651, 145.7855338502098 -15.56903317113393, 145.7160744209527 -15.6056714028733, 145.648586437259 -15.56573059302643, 145.650589797486 -15.4891812973245))",1,21,0
